"Code";"Name";"Indicators";"Year";"Value";"Measure Unit";"Attribute";
1420092;"Płońsk (2)";"urbanization rate";"2023";0.0;"%";"";
1420102;"Raciąż (2)";"population per 1 km2";"2023";32.3;"person";"";
1420102;"Raciąż (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1420102;"Raciąż (2)";"population chenge per 1000 inhabitants";"2023";-11.2;"person";"";
1420102;"Raciąż (2)";"population in thousands";"2023";7.84;"thousand persons";"";
1420102;"Raciąż (2)";"population in thousands men";"2023";4.00;"thousand persons";"";
1420102;"Raciąż (2)";"population in thousands women";"2023";3.84;"thousand persons";"";
1420102;"Raciąż (2)";"urbanization rate";"2023";0.0;"%";"";
1420113;"Sochocin (3)";"population per 1 km2";"2023";46.0;"person";"";
1420113;"Sochocin (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
1420113;"Sochocin (3)";"population chenge per 1000 inhabitants";"2023";-12.7;"person";"";
1420113;"Sochocin (3)";"population in thousands";"2023";5.62;"thousand persons";"";
1420113;"Sochocin (3)";"population in thousands men";"2023";2.80;"thousand persons";"";
1420113;"Sochocin (3)";"population in thousands women";"2023";2.82;"thousand persons";"";
1420113;"Sochocin (3)";"urbanization rate";"2023";34.3;"%";"";
1420114;"Sochocin - urban area (4)";"population per 1 km2";"2023";280.6;"person";"";
1420114;"Sochocin - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
1420114;"Sochocin - urban area (4)";"population chenge per 1000 inhabitants";"2023";-11.8;"person";"";
1420114;"Sochocin - urban area (4)";"population in thousands";"2023";1.93;"thousand persons";"";
1420114;"Sochocin - urban area (4)";"population in thousands men";"2023";0.94;"thousand persons";"";
1420114;"Sochocin - urban area (4)";"population in thousands women";"2023";0.99;"thousand persons";"";
1420114;"Sochocin - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
1420115;"Sochocin - rural area (5)";"population per 1 km2";"2023";32.0;"person";"";
1420115;"Sochocin - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
1420115;"Sochocin - rural area (5)";"population chenge per 1000 inhabitants";"2023";-13.1;"person";"";
1420115;"Sochocin - rural area (5)";"population in thousands";"2023";3.69;"thousand persons";"";
1420115;"Sochocin - rural area (5)";"population in thousands men";"2023";1.86;"thousand persons";"";
1420115;"Sochocin - rural area (5)";"population in thousands women";"2023";1.83;"thousand persons";"";
1420115;"Sochocin - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
1420122;"Załuski (2)";"population per 1 km2";"2023";50.6;"person";"";
1420122;"Załuski (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1420122;"Załuski (2)";"population chenge per 1000 inhabitants";"2023";-5.3;"person";"";
1420122;"Załuski (2)";"population in thousands";"2023";5.49;"thousand persons";"";
1420122;"Załuski (2)";"population in thousands men";"2023";2.75;"thousand persons";"";
1420122;"Załuski (2)";"population in thousands women";"2023";2.75;"thousand persons";"";
1420122;"Załuski (2)";"urbanization rate";"2023";0.0;"%";"";
1421000;"Powiat pruszkowski";"population per 1 km2";"2023";729.3;"person";"";
1421000;"Powiat pruszkowski";"population density of the built-up and urbanized area";"2023";;"person";"";
1421000;"Powiat pruszkowski";"population chenge per 1000 inhabitants";"2023";9.2;"person";"";
1421000;"Powiat pruszkowski";"population in thousands";"2023";179.67;"thousand persons";"";
1421000;"Powiat pruszkowski";"population in thousands men";"2023";85.84;"thousand persons";"";
1421000;"Powiat pruszkowski";"population in thousands women";"2023";93.83;"thousand persons";"";
1421000;"Powiat pruszkowski";"urbanization rate";"2023";57.3;"%";"";
1421011;"Piastów (1)";"population per 1 km2";"2023";3974.4;"person";"";
1421011;"Piastów (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
1421011;"Piastów (1)";"population chenge per 1000 inhabitants";"2023";-5.8;"person";"";
1421011;"Piastów (1)";"population in thousands";"2023";22.93;"thousand persons";"";
1421011;"Piastów (1)";"population in thousands men";"2023";10.85;"thousand persons";"";
1421011;"Piastów (1)";"population in thousands women";"2023";12.08;"thousand persons";"";
1421011;"Piastów (1)";"urbanization rate";"2023";100.0;"%";"";
1421021;"Pruszków (1)";"population per 1 km2";"2023";3411.2;"person";"";
1421021;"Pruszków (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
1421021;"Pruszków (1)";"population chenge per 1000 inhabitants";"2023";2.1;"person";"";
1421021;"Pruszków (1)";"population in thousands";"2023";65.46;"thousand persons";"";
1421021;"Pruszków (1)";"population in thousands men";"2023";30.83;"thousand persons";"";
1421021;"Pruszków (1)";"population in thousands women";"2023";34.63;"thousand persons";"";
1421021;"Pruszków (1)";"urbanization rate";"2023";100.0;"%";"";
1421033;"Brwinów (3)";"population per 1 km2";"2023";432.9;"person";"";
1421033;"Brwinów (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
1421033;"Brwinów (3)";"population chenge per 1000 inhabitants";"2023";11.2;"person";"";
1421033;"Brwinów (3)";"population in thousands";"2023";30.00;"thousand persons";"";
1421033;"Brwinów (3)";"population in thousands men";"2023";14.43;"thousand persons";"";
1421033;"Brwinów (3)";"population in thousands women";"2023";15.57;"thousand persons";"";
1421033;"Brwinów (3)";"urbanization rate";"2023";48.6;"%";"";
1421034;"Brwinów - urban area (4)";"population per 1 km2";"2023";991.7;"person";"";
1421034;"Brwinów - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
1421034;"Brwinów - urban area (4)";"population chenge per 1000 inhabitants";"2023";8.4;"person";"";
1421034;"Brwinów - urban area (4)";"population in thousands";"2023";14.57;"thousand persons";"";
1421034;"Brwinów - urban area (4)";"population in thousands men";"2023";6.93;"thousand persons";"";
1421034;"Brwinów - urban area (4)";"population in thousands women";"2023";7.63;"thousand persons";"";
1421034;"Brwinów - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
1421035;"Brwinów - rural area (5)";"population per 1 km2";"2023";282.6;"person";"";
1421035;"Brwinów - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
1421035;"Brwinów - rural area (5)";"population chenge per 1000 inhabitants";"2023";13.9;"person";"";
1421035;"Brwinów - rural area (5)";"population in thousands";"2023";15.43;"thousand persons";"";
1421035;"Brwinów - rural area (5)";"population in thousands men";"2023";7.50;"thousand persons";"";
1421035;"Brwinów - rural area (5)";"population in thousands women";"2023";7.93;"thousand persons";"";
1421035;"Brwinów - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
1421042;"Michałowice (2)";"population per 1 km2";"2023";559.5;"person";"";
1421042;"Michałowice (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1421042;"Michałowice (2)";"population chenge per 1000 inhabitants";"2023";7.6;"person";"";
1421042;"Michałowice (2)";"population in thousands";"2023";19.44;"thousand persons";"";
1421042;"Michałowice (2)";"population in thousands men";"2023";9.33;"thousand persons";"";
1421042;"Michałowice (2)";"population in thousands women";"2023";10.10;"thousand persons";"";
1421042;"Michałowice (2)";"urbanization rate";"2023";0.0;"%";"";
1421052;"Nadarzyn (2)";"population per 1 km2";"2023";249.2;"person";"";
1421052;"Nadarzyn (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1421052;"Nadarzyn (2)";"population chenge per 1000 inhabitants";"2023";32.7;"person";"";
1421052;"Nadarzyn (2)";"population in thousands";"2023";18.31;"thousand persons";"";
1421052;"Nadarzyn (2)";"population in thousands men";"2023";8.97;"thousand persons";"";
1421052;"Nadarzyn (2)";"population in thousands women";"2023";9.34;"thousand persons";"";
1421052;"Nadarzyn (2)";"urbanization rate";"2023";0.0;"%";"";
1421062;"Raszyn (2)";"population per 1 km2";"2023";535.8;"person";"";
1421062;"Raszyn (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1421062;"Raszyn (2)";"population chenge per 1000 inhabitants";"2023";24.6;"person";"";
1421062;"Raszyn (2)";"population in thousands";"2023";23.53;"thousand persons";"";
1421062;"Raszyn (2)";"population in thousands men";"2023";11.42;"thousand persons";"";
1421062;"Raszyn (2)";"population in thousands women";"2023";12.11;"thousand persons";"";
1421062;"Raszyn (2)";"urbanization rate";"2023";0.0;"%";"";
1422000;"Powiat przasnyski";"population per 1 km2";"2023";40.2;"person";"";
1422000;"Powiat przasnyski";"population density of the built-up and urbanized area";"2023";;"person";"";
1422000;"Powiat przasnyski";"population chenge per 1000 inhabitants";"2023";-7.5;"person";"";
1422000;"Powiat przasnyski";"population in thousands";"2023";49.04;"thousand persons";"";
1422000;"Powiat przasnyski";"population in thousands men";"2023";24.47;"thousand persons";"";
1422000;"Powiat przasnyski";"population in thousands women";"2023";24.57;"thousand persons";"";
1422000;"Powiat przasnyski";"urbanization rate";"2023";39.3;"%";"";
1422011;"Przasnysz (1)";"population per 1 km2";"2023";650.1;"person";"";
1422011;"Przasnysz (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422011;"Przasnysz (1)";"population chenge per 1000 inhabitants";"2023";-1.7;"person";"";
1422011;"Przasnysz (1)";"population in thousands";"2023";16.36;"thousand persons";"";
1422011;"Przasnysz (1)";"population in thousands men";"2023";7.84;"thousand persons";"";
1422011;"Przasnysz (1)";"population in thousands women";"2023";8.52;"thousand persons";"";
1422011;"Przasnysz (1)";"urbanization rate";"2023";100.0;"%";"";
1422023;"Chorzele (3)";"population per 1 km2";"2023";24.9;"person";"";
1422023;"Chorzele (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422023;"Chorzele (3)";"population chenge per 1000 inhabitants";"2023";-13.3;"person";"";
1422023;"Chorzele (3)";"population in thousands";"2023";9.23;"thousand persons";"";
1422023;"Chorzele (3)";"population in thousands men";"2023";4.75;"thousand persons";"";
1422023;"Chorzele (3)";"population in thousands women";"2023";4.49;"thousand persons";"";
1422023;"Chorzele (3)";"urbanization rate";"2023";31.3;"%";"";
1422024;"Chorzele - urban area (4)";"population per 1 km2";"2023";165.3;"person";"";
1422024;"Chorzele - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422024;"Chorzele - urban area (4)";"population chenge per 1000 inhabitants";"2023";-14.3;"person";"";
1422024;"Chorzele - urban area (4)";"population in thousands";"2023";2.89;"thousand persons";"";
1422024;"Chorzele - urban area (4)";"population in thousands men";"2023";1.43;"thousand persons";"";
1422024;"Chorzele - urban area (4)";"population in thousands women";"2023";1.46;"thousand persons";"";
1422024;"Chorzele - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
1422025;"Chorzele - rural area (5)";"population per 1 km2";"2023";17.9;"person";"";
1422025;"Chorzele - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422025;"Chorzele - rural area (5)";"population chenge per 1000 inhabitants";"2023";-12.8;"person";"";
1422025;"Chorzele - rural area (5)";"population in thousands";"2023";6.34;"thousand persons";"";
1422025;"Chorzele - rural area (5)";"population in thousands men";"2023";3.31;"thousand persons";"";
1422025;"Chorzele - rural area (5)";"population in thousands women";"2023";3.03;"thousand persons";"";
1422025;"Chorzele - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
1422032;"Czernice Borowe (2)";"population per 1 km2";"2023";29.0;"person";"";
1422032;"Czernice Borowe (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422032;"Czernice Borowe (2)";"population chenge per 1000 inhabitants";"2023";-10.8;"person";"";
1422032;"Czernice Borowe (2)";"population in thousands";"2023";3.49;"thousand persons";"";
1422032;"Czernice Borowe (2)";"population in thousands men";"2023";1.79;"thousand persons";"";
1422032;"Czernice Borowe (2)";"population in thousands women";"2023";1.70;"thousand persons";"";
1422032;"Czernice Borowe (2)";"urbanization rate";"2023";0.0;"%";"";
1422042;"Jednorożec (2)";"population per 1 km2";"2023";28.1;"person";"";
1422042;"Jednorożec (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422042;"Jednorożec (2)";"population chenge per 1000 inhabitants";"2023";-7.7;"person";"";
1422042;"Jednorożec (2)";"population in thousands";"2023";6.61;"thousand persons";"";
1422042;"Jednorożec (2)";"population in thousands men";"2023";3.33;"thousand persons";"";
1422042;"Jednorożec (2)";"population in thousands women";"2023";3.28;"thousand persons";"";
1422042;"Jednorożec (2)";"urbanization rate";"2023";0.0;"%";"";
1422052;"Krasne (2)";"population per 1 km2";"2023";32.3;"person";"";
1422052;"Krasne (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422052;"Krasne (2)";"population chenge per 1000 inhabitants";"2023";-15.4;"person";"";
1422052;"Krasne (2)";"population in thousands";"2023";3.27;"thousand persons";"";
1422052;"Krasne (2)";"population in thousands men";"2023";1.64;"thousand persons";"";
1422052;"Krasne (2)";"population in thousands women";"2023";1.63;"thousand persons";"";
1422052;"Krasne (2)";"urbanization rate";"2023";0.0;"%";"";
1422062;"Krzynowłoga Mała (2)";"population per 1 km2";"2023";17.5;"person";"";
1422062;"Krzynowłoga Mała (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422062;"Krzynowłoga Mała (2)";"population chenge per 1000 inhabitants";"2023";-2.5;"person";"";
1422062;"Krzynowłoga Mała (2)";"population in thousands";"2023";3.24;"thousand persons";"";
1422062;"Krzynowłoga Mała (2)";"population in thousands men";"2023";1.66;"thousand persons";"";
1422062;"Krzynowłoga Mała (2)";"population in thousands women";"2023";1.57;"thousand persons";"";
1422062;"Krzynowłoga Mała (2)";"urbanization rate";"2023";0.0;"%";"";
1422072;"Przasnysz (2)";"population per 1 km2";"2023";37.7;"person";"";
1422072;"Przasnysz (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1422072;"Przasnysz (2)";"population chenge per 1000 inhabitants";"2023";-10.4;"person";"";
1422072;"Przasnysz (2)";"population in thousands";"2023";6.85;"thousand persons";"";
1422072;"Przasnysz (2)";"population in thousands men";"2023";3.47;"thousand persons";"";
1422072;"Przasnysz (2)";"population in thousands women";"2023";3.38;"thousand persons";"";
